GeneSymbol	tstat	pval	fdr_q	direction
RP11-82L18.4	3.3984158344684	0.00236215235395858	0.0395776329923354	upreg
SMC2	3.39830361023724	0.00236280437513565	0.0395776329923354	upreg
FZD6	3.39765540667592	0.00236657385450294	0.0395776329923354	upreg
RABL3	3.39543717983628	0.00237951773882078	0.0397214843545691	upreg
BLM	3.39262044746503	0.00239605327148154	0.0397466862175755	upreg
COBLL1	3.39222100335225	0.0023984072202977	0.0397466862175755	upreg
SLC2A12	3.38862827733916	0.00241968066636222	0.0399544696935891	upreg
IDS	3.38629360743132	0.00243360304270446	0.0400567049996758	upreg
ITPR2	3.38452359562705	0.00244421004317577	0.0400567049996758	upreg
LMLN	3.38393182873895	0.00244776628651737	0.0400567049996758	upreg
RFX3	3.38297718424402	0.00245351385718765	0.0400790638797387	upreg
TTC30B	3.37720675662477	0.00248853577224366	0.0404668132848039	upreg
TOR4A	3.37552983177876	0.00249880414221108	0.0404668132848039	upreg
STAT3	3.37471757902199	0.0025037926238479	0.0404668132848039	upreg
GALC	3.37170411765626	0.00252238458367774	0.0406954003771446	upreg
AHCY	3.37092078520203	0.00252723937970044	0.040701941478618	upreg
TPR	3.36953393479111	0.00253585681951188	0.0407689515852608	upreg
SULT1C4	3.36646497672334	0.00255502791727437	0.0408928026061522	upreg
FAM178A	3.36615515235291	0.00255697112588894	0.0408928026061522	upreg
RP5-1024G6.8	3.36523608255529	0.00256274395064255	0.040913598233998	upreg
GRIA1	3.35844943586503	0.00260576552704732	0.0413837585857501	upreg
ERI2	3.35344536119944	0.00263793543826752	0.0418220609079845	upreg
GAB1	3.34993451026454	0.00266073560090493	0.0420378249972856	upreg
REV3L	3.34907026630236	0.00266637744579672	0.0420543296414677	upreg
RNF13	3.34660623997351	0.00268252660154687	0.0422060240651626	upreg
LRP1B	3.3450876615422	0.00269252655750549	0.0422195381046863	upreg
LCORL	3.3404273960384	0.00272344114739034	0.0424163238169888	upreg
SCAMP1	3.3398338073554	0.00272740345348888	0.0424163238169888	upreg
LNPEP	3.33928676781502	0.00273105998846412	0.0424163238169888	upreg
ERBB2IP	3.33450656775983	0.00276321493964445	0.0427842273634242	upreg
MFSD8	3.32841674280195	0.00280471166513274	0.0429764927767858	upreg
XPNPEP1	3.32384288552266	0.00283627524246923	0.0433874644812535	upreg
SOX21	3.31720240243315	0.00288271415025647	0.0439876011833878	upreg
CTDSP2	3.31670384427413	0.00288623031575839	0.0439876011833878	upreg
TTC30A	3.31482065411041	0.0028995493842206	0.0439876011833878	upreg
DNAJB14	3.31346433419975	0.00290917899520056	0.0440606181359484	upreg
SLC25A13	3.30805312308707	0.00294790702651525	0.0444998184515801	upreg
NPY5R	3.30122268462674	0.00299750635131101	0.044951828071972	upreg
NRG3	3.29332734005292	0.00305584627563753	0.0455289815354598	upreg
C1QTNF6	3.29332005474758	0.00305590061246329	0.0455289815354598	upreg
KLF3	3.28958482303595	0.00308388310592013	0.0456069787252773	upreg
ALDH6A1	3.28870759117216	0.00309049078556183	0.0456069787252773	upreg
ICA1	3.28863354563094	0.00309104915483286	0.0456069787252773	upreg
RFC1	3.28432274828033	0.00312372534830841	0.0459254995351052	upreg
TMEM170B	3.28367639000856	0.00312865354239745	0.0459254995351052	upreg
CTSO	3.28314396690878	0.00313271868537809	0.0459254995351052	upreg
HACE1	3.28214693708638	0.00314034494111945	0.0459636403834515	upreg
IBTK	3.27887975088151	0.00316546172904139	0.0461944486246563	upreg
RAMP1	3.27878229960668	0.00316621387344214	0.0461944486246563	upreg
PIPOX	3.27567885903131	0.0031902574089808	0.0464711225395045	upreg
SLC41A2	3.267418799796	0.00325511552353996	0.0471157825776408	upreg
CCDC15	3.26579191560648	0.00326803939713093	0.04714495725736	upreg
SCG3	3.26571639587943	0.00326864052573536	0.04714495725736	upreg
LAMC1	3.26483980202751	0.00327562594798089	0.04714495725736	upreg
C8orf37	3.26426658378255	0.00328020163180847	0.04714495725736	upreg
ZMYND10	3.2593058932723	0.00332005924720515	0.047307270029699	upreg
PTPRG	3.25711564944283	0.00333780589903415	0.0474124384125761	upreg
CPEB2	3.25561753699604	0.00334999729925088	0.0474506002724728	upreg
WDFY1	3.25551090783932	0.00335086667023055	0.0474506002724728	upreg
PARP4	3.25392278027874	0.00336384087981272	0.0474552781732729	upreg
RUFY2	3.25363086006492	0.0033662310024153	0.0474552781732729	upreg
MEF2C	3.25242344133755	0.00337613430713911	0.0475117370777557	upreg
POFUT1	3.24877728617843	0.00340621154771049	0.0475808957643101	upreg
RBBP9	3.24686893580085	0.00342205671092849	0.047654806964102	upreg
CAV2	3.24680473718984	0.00342259099353738	0.047654806964102	upreg
LPIN2	3.2419993087611	0.00346281316798774	0.0479956862708442	upreg
NLN	3.23963188726286	0.00348279648650038	0.0481268225327329	upreg
MAP4K3	3.23374605663942	0.00353296279425737	0.0487464077083925	upreg
AMN1	3.23283724184377	0.00354077080895643	0.0487805640611706	upreg
VSIG10	3.22967317391102	0.00356808495682106	0.0490092479581714	upreg
RAB13	3.22820663844629	0.00358081392077295	0.0490820525720204	upreg
BRIP1	3.22782698207346	0.00358411633443252	0.0490820525720204	upreg
DNAJC22	3.22563756464244	0.00360321831237031	0.0491963468073319	upreg
PLEKHA8P1	3.22257032222857	0.00363014451610147	0.0494901164316845	upreg
FMN2	3.22070171525427	0.00364664349647689	0.0495888614578691	upreg
RP11-472B18.2	3.21915687861392	0.00366033839499001	0.0496060384564842	upreg
ABTB2	3.2157973292433	0.00369029230314188	0.0499380008641497	upreg
NIPAL3	3.21454925330393	0.00370148040086302	0.0499898122424581	upreg
PLEKHH2	3.21334357740406	0.00371231951149528	0.0499898122424581	upreg
TMEM63B	3.21283296111606	0.00371691922007086	0.0499898122424581	upreg
CHD2	3.21233121179066	0.00372144441373677	0.0499898122424581	upreg
SLC15A3	-3.21237112317325	0.00372108426497504	0.0499898122424581	downreg
NKX3-2	-3.21991064615634	0.00365365009000501	0.0495888614578691	downreg
PGM1	-3.22028821383485	0.00365030430755879	0.0495888614578691	downreg
YPEL4	-3.22673064507885	0.00359366926817139	0.0491393117038789	downreg
NRTN	-3.22972376585968	0.0035676466191838	0.0490092479581714	downreg
CALCB	-3.24076861144486	0.00347318756666915	0.0480666504611387	downreg
SYNDIG1	-3.24206365283241	0.00346227159213015	0.0479956862708442	downreg
LPPR3	-3.24436829788843	0.00344292758555986	0.0478651115985808	downreg
PGM5	-3.24869661000956	0.00340687996894424	0.0475808957643101	downreg
POLR3B	-3.25048953235726	0.00339205505024091	0.0475189451809048	downreg
WNT3A	-3.25055351576361	0.00339152715289593	0.0475189451809048	downreg
RASD1	-3.2518128719899	0.00338115294601424	0.0475117370777557	downreg
MAT2A	-3.25356629593782	0.00336675984867851	0.0474552781732729	downreg
NUAK1	-3.25818835322887	0.00332910278347344	0.0473623575430223	downreg
CDKN1C	-3.25944477817527	0.00331893700213928	0.047307270029699	downreg
SOX12	-3.2612343109139	0.00330450965356863	0.047232847888763	downreg
NEUROG1	-3.26246213978306	0.00329464591827454	0.0471655572516525	downreg
PCOLCE2	-3.26328477199604	0.00328805326263326	0.04714495725736	downreg
RPS2P46	-3.26339875447075	0.00328714080317322	0.04714495725736	downreg
HES6	-3.26767618578673	0.0032530754004024	0.0471157825776408	downreg
DBX1	-3.26868300853137	0.00324510688305662	0.0471157825776408	downreg
CTC-459F4.3	-3.27185001044734	0.00322016455117592	0.0468321936006585	downreg
C10orf114	-3.28353353553263	0.00312974375953393	0.0459254995351052	downreg
DHX37	-3.28923364072566	0.0030865267149603	0.0456069787252773	downreg
SEMA3F	-3.28972207859022	0.00308285047794996	0.0456069787252773	downreg
BCAM	-3.2913518253756	0.00307061481264435	0.0456069787252773	downreg
MXRA8	-3.29401663111332	0.00305070948810991	0.0455289815354598	downreg
WWC1	-3.29617211232943	0.00303470016174922	0.0454351178267403	downreg
WTIP	-3.30145310061917	0.00299582008108761	0.044951828071972	downreg
BMP4	-3.30159278491836	0.00299479826679049	0.044951828071972	downreg
GADD45G	-3.30328799732464	0.00298242438676164	0.0449467021336833	downreg
PVRL2	-3.3087783891028	0.002942687447405	0.0444944500325412	downreg
FLT4	-3.3149432489672	0.00289868050852895	0.0439876011833878	downreg
C17orf96	-3.31597099870557	0.00289140638160586	0.0439876011833878	downreg
GLTSCR2	-3.32919623519018	0.0027993665784439	0.0429665610007266	downreg
NME4	-3.3307281849499	0.00278889056255492	0.0428777105303983	downreg
SYT17	-3.33088825017599	0.00278779817647495	0.0428777105303983	downreg
FOXJ1	-3.33231531295522	0.00277807732741594	0.0428555149367655	downreg
NEBL	-3.33346286320827	0.00277028431665784	0.0428074854471835	downreg
ADCY2	-3.33437543596662	0.00276410217906777	0.0427842273634242	downreg
RPL36A	-3.3414715813633	0.0027164845823619	0.0424059414663725	downreg
ARHGAP39	-3.34148310543053	0.00271640790307376	0.0424059414663725	downreg
IRX3	-3.34466545611851	0.00269531323418822	0.0422195381046863	downreg
RPL13	-3.34619624048473	0.00268522292198985	0.0422060240651626	downreg
C17orf51	-3.35069955945909	0.0026557509765757	0.0420316648492787	downreg
ASIC1	-3.35869973759311	0.00260416644449184	0.0413837585857501	downreg
CITED4	-3.35937231699258	0.00259987430910026	0.0413837585857501	downreg
PLAGL1	-3.36807082807494	0.00254497902967317	0.04084382752078	downreg
CITED2	-3.37489281206325	0.00250271560552158	0.0404668132848039	downreg
N4BP3	-3.37495549839845	0.00250233043172609	0.0404668132848039	downreg
DNAJC17	-3.3777926656804	0.00248495772973639	0.0404668132848039	downreg
MOV10	-3.38446145017072	0.0024445832723159	0.0400567049996758	downreg
INSIG1	-3.38577499394191	0.0024367062515152	0.0400567049996758	downreg
PSPN	-3.38986242810783	0.00241235234542898	0.0399054939080846	downreg
SNX25	-3.3926311988949	0.00239598994369181	0.0397466862175755	downreg
MAPKAPK2	-3.39468320210015	0.00238393303364071	0.0397227025488639	downreg
C19orf26	-3.42454360529847	0.00221501919504662	0.0380160829118278	downreg
SLC29A1	-3.42559099629811	0.00220931085932187	0.0380160829118278	downreg
GPRC5C	-3.42843481585587	0.00219388401366538	0.0378664747033031	downreg
NR2F6	-3.4338505520417	0.00216479477105368	0.0377202452605558	downreg
BOK	-3.43393662063155	0.00216433552031644	0.0377202452605558	downreg
KCNH8	-3.44494133382275	0.00210639070458321	0.0373070888467681	downreg
CENPV	-3.44643069520194	0.00209866554770227	0.0373070888467681	downreg
LTV1	-3.4488733794078	0.00208605531250735	0.0372711625901894	downreg
SFPQ	-3.45019499589944	0.00207926333383693	0.037222511787861	downreg
AC018730.3	-3.4725032256645	0.00196781713405943	0.0356484620883139	downreg
ASRGL1	-3.47819208619265	0.00194034204931578	0.0354488914752939	downreg
RFXAP	-3.48193940927523	0.00192244858353849	0.035313638882017	downreg
POSTN	-3.4859088877748	0.00190366983694037	0.0350939028780081	downreg
SNTB1	-3.4918482959351	0.0018759054523386	0.0347402520133409	downreg
BYSL	-3.49382894641962	0.00186673481942868	0.0347402520133409	downreg
ZNF540	-3.4952750907704	0.00186006664808977	0.0347255798819618	downreg
JPH2	-3.49964868919391	0.0018400410900315	0.0344219717074848	downreg
RASL11B	-3.51071209030256	0.00179031918715728	0.0336293587307678	downreg
RNF122	-3.51090639965387	0.00178945773389011	0.0336293587307678	downreg
RP11-561C5.3	-3.52089606468535	0.00174571041901897	0.0334088393681767	downreg
SMARCD3	-3.52180965022218	0.00174176210715531	0.0334031589429465	downreg
CDC34	-3.53010287903523	0.00170631721225075	0.0329305141192912	downreg
PRSS35	-3.53991552552832	0.0016652876700157	0.032343382766533	downreg
CRABP2	-3.54307528156377	0.00165228214262837	0.0322107391769001	downreg
PAX6	-3.55783867421094	0.00159281971150072	0.0318139961810095	downreg
SH3GL1	-3.5638490025565	0.00156921568009962	0.0314111270975743	downreg
MYL9	-3.57943522263858	0.00150958687814929	0.0306195392494144	downreg
PRR5	-3.58334976309286	0.00149496257537073	0.0305110008051442	downreg
HS6ST1	-3.58527485275084	0.00148782157838695	0.0304481149882106	downreg
HOXA9	-3.59155978361807	0.00146473959373811	0.0301782833700877	downreg
LAMP5	-3.59511158149977	0.00145185064577667	0.0300480818645015	downreg
MAP3K8	-3.59998269467608	0.00143435444559691	0.0299929736565361	downreg
IGFBP3	-3.60162241519082	0.00142851141007537	0.0299929736565361	downreg
PLCG2	-3.6028060252967	0.00142430817947039	0.0299929736565361	downreg
HEXIM1	-3.61207732015275	0.00139180021066266	0.0297758736787899	downreg
RP11-304L19.5	-3.61608890542294	0.00137796059627954	0.0296595767894236	downreg
LINC00693	-3.62411046065276	0.00135068992254618	0.0293488200119311	downreg
SRF	-3.62525866827907	0.00134682989416628	0.0293346248172713	downreg
SRRT	-3.63230972971444	0.00132336158100604	0.0289613846422674	downreg
VPS37B	-3.63467120979306	0.00131559170320813	0.0288940834899236	downreg
CXCR4	-3.63596328917377	0.00131135936702287	0.0288940834899236	downreg
MVK	-3.64047161626959	0.00129669612081048	0.0287431162377179	downreg
SMCO4	-3.64180868976909	0.00129237829368951	0.0287431162377179	downreg
PDXP	-3.64766299748819	0.00127363824710868	0.0286265337264509	downreg
ANKRD9	-3.65328673127624	0.00125588723557186	0.0283991823740516	downreg
RAI14	-3.6605855457609	0.00123321021846137	0.028273612402203	downreg
CMTM7	-3.66422132618501	0.00122206435518309	0.0280884701551706	downreg
RFTN1	-3.6687573783288	0.00120829705618363	0.027876054544848	downreg
MIR219-2	-3.67169143313866	0.0011994730958564	0.0277786091133946	downreg
FAM181B	-3.68222259718976	0.0011683189348009	0.02747435441839	downreg
NGFR	-3.7034520284829	0.00110791072992448	0.0266666680671517	downreg
SRRM3	-3.70846824097455	0.00109409121027786	0.0264077500116776	downreg
DCXR	-3.71263983925218	0.00108272760758271	0.026227545009715	downreg
DLL3	-3.71308144355602	0.00108153146543313	0.026227545009715	downreg
ART5	-3.71932997590389	0.00106474496643813	0.0260430038111206	downreg
FZD8	-3.72005820774339	0.00106280532155779	0.0260430038111206	downreg
EFNA2	-3.72025239964063	0.00106228867803745	0.0260430038111206	downreg
CDHR3	-3.73715242264366	0.00101825902054091	0.0253810323655324	downreg
CRNDE	-3.76312330099394	0.000954070281900897	0.0242434793523513	downreg
FZD10	-3.77373394304543	0.000929005564840612	0.0238049448917022	downreg
PROSER2	-3.78013103337384	0.000914208378006967	0.0236495292599341	downreg
HCN1	-3.79050119362388	0.000890712250713477	0.023280186881508	downreg
PCSK2	-3.79874112461605	0.00087246729472134	0.0229343794214447	downreg
COL11A1	-3.79986820717392	0.000870000468507236	0.0229343794214447	downreg
IER5	-3.83691210868277	0.000792636746806874	0.0218400284520231	downreg
CTXN1	-3.83816810511517	0.000790136078650377	0.021836899733482	downreg
C11orf31	-3.83954067733293	0.000787412199444009	0.0218275645014434	downreg
H1FX	-3.84129886797325	0.000783936572274981	0.0217972702507765	downreg
RPS2	-3.84632791754284	0.00077407829927514	0.0215887814497768	downreg
NID2	-3.85122601287875	0.000764594219622944	0.0215211131315838	downreg
BBC3	-3.85998062181292	0.000747927339042089	0.0211823415792898	downreg
BAI1	-3.88133054386911	0.00070876902587053	0.0203345094121215	downreg
FAM171A2	-3.88498345706796	0.000702274804649589	0.0202658538550134	downreg
RBM14	-3.88843794035435	0.000696187379549737	0.0202565269259701	downreg
PLEKHG3	-3.90789963905483	0.000662852850465157	0.0196234665719303	downreg
TSPAN15	-3.91634598987171	0.000648880650724602	0.0194617578960888	downreg
KCNE1	-3.91774246032471	0.000646598749150855	0.0194571110490111	downreg
PRDM8	-3.91885251386307	0.000644790520849151	0.0194571110490111	downreg
NRIP2	-3.91914934834754	0.000644307837232531	0.0194571110490111	downreg
DDX31	-3.9253120575888	0.000634366848197881	0.019279291252917	downreg
WFS1	-3.93730851573118	0.000615447961064296	0.0190847467932338	downreg
JUND	-3.94350509659822	0.000605895115411592	0.0189167668874198	downreg
CABP7	-3.94496848121499	0.000603660584803641	0.0189115467094054	downreg
MEG3	-3.96009613630815	0.000581033147677725	0.0185197915316636	downreg
PRELID1	-4.03364051028269	0.000482432851693194	0.0163728474197451	downreg
PGP	-4.05422810496959	0.000457931385279476	0.0159280181682778	downreg
OLFML2B	-4.06672549074595	0.000443663600844139	0.015549999285637	downreg
KRT10	-4.0705645085238	0.000439369826614419	0.0154587353371509	downreg
NES	-4.07327712272528	0.000436360737360597	0.0154121413681748	downreg
GDPD2	-4.08667380558762	0.000421796747073571	0.0149554884307768	downreg
JMJD6	-4.09172953311482	0.000416426616042983	0.0148225333968144	downreg
CALY	-4.10805089406515	0.000399548666133893	0.0144466198555679	downreg
LGI1	-4.12950466845732	0.000378391240276752	0.0139014085782797	downreg
VSTM2L	-4.13028658085362	0.000377641490079606	0.0139014085782797	downreg
C7orf26	-4.13051334089521	0.000377424333138367	0.0139014085782797	downreg
RP11-319G6.1	-4.1545906401371	0.000355057999731847	0.0133193932547997	downreg
AMOTL2	-4.16811167740414	0.000343079934411683	0.0130965851883674	downreg
JDP2	-4.20482426520515	0.0003125431397014	0.0123769909042975	downreg
TMEM51	-4.22599692076412	0.000296176458760162	0.0120391937588752	downreg
E2F4	-4.22616836824227	0.000296047467460587	0.0120391937588752	downreg
TSPYL2	-4.2375801047411	0.000287586073821911	0.0119625341362587	downreg
KHDRBS2	-4.24302372293742	0.000283634973581533	0.0119625341362587	downreg
C4orf48	-4.25277030039674	0.000276695076199003	0.0118833505464064	downreg
ID4	-4.25536005213391	0.000274879657637548	0.0118610687000207	downreg
RPS4XP22	-4.25987149580995	0.000271745384741797	0.0117813973226307	downreg
BASP1	-4.28375755800607	0.000255733867822389	0.0113555206522475	downreg
C1orf194	-4.3106282532002	0.000238841500919279	0.0108611452798301	downreg
RBM20	-4.33855303172765	0.000222463134958613	0.0104361550483865	downreg
PSPC1	-4.3433388222909	0.000219770699744668	0.0104278376832728	downreg
RAB15	-4.34982734719412	0.000216172104576351	0.0103534088536044	downreg
RP11-297M9.2	-4.37431495476424	0.000203112212137991	0.00998941769586348	downreg
HABP4	-4.38145873715496	0.000199452624586789	0.00997024308222908	downreg
SHISA3	-4.39138919784928	0.000194474457952395	0.00988341759589221	downreg
LINC00662	-4.39625380450646	0.000192081229792004	0.00981632610904212	downreg
PODXL	-4.40101678690723	0.000189766460436639	0.00978583947059805	downreg
HOXA10	-4.42431777746165	0.000178837255654744	0.00940212086044052	downreg
FAM181A	-4.49545330763938	0.000149208419380008	0.00807650946196689	downreg
C20orf24	-4.51601235269386	0.000141597342489215	0.00771015132466864	downreg
FXN	-4.52161601727946	0.000139590974152658	0.00764641645821477	downreg
PDF	-4.52836422530978	0.000137212485733936	0.00760723388557013	downreg
EFNA3	-4.53404741300773	0.000135240831644973	0.00758992194109146	downreg
METRNL	-4.53467442330509	0.000135025046771855	0.00758992194109146	downreg
VCAM1	-4.55077330691097	0.000129600990541729	0.00740978180031013	downreg
CHODL	-4.56725756051148	0.000124272801064069	0.0071498354037704	downreg
TIMP3	-4.60925450737716	0.000111667627465529	0.0067439707525842	downreg
DHCR7	-4.63151926735794	0.000105512546627222	0.00647791011853917	downreg
AJUBA	-4.67165415238475	9.526269270229e-05	0.00592819662062722	downreg
EPB41L3	-4.6749356016368	9.44701423846392e-05	0.00591914249605156	downreg
C1QTNF4	-4.68651437936504	9.17260013473259e-05	0.00586777571161477	downreg
TAGLN	-4.70884890502002	8.66563911836847e-05	0.00566225787176859	downreg
BMP7	-4.71414144004244	8.54968180377487e-05	0.00562668020548739	downreg
CNTN6	-4.72613292140767	8.29267604657912e-05	0.00549708806641222	downreg
PRDM12	-4.73840241937856	8.0377277110463e-05	0.0053771288602683	downreg
AC008279.1	-4.74050168970487	7.99490118687616e-05	0.0053771288602683	downreg
PKP4	-4.7463872284685	7.87604862222794e-05	0.00537676024458871	downreg
COL4A6	-4.78579892683746	7.12456879890502e-05	0.00517255503970158	downreg
PRODH	-4.78893292935562	7.06799397490665e-05	0.00517253262597331	downreg
NKX6-1	-4.79264988074679	7.00147999967706e-05	0.00517253262597331	downreg
C17orf89	-4.83280075696978	6.32182795847177e-05	0.00481923947809059	downreg
FAM124A	-4.90358811166219	5.28087770220378e-05	0.00429023946161056	downreg
ID2	-4.9136822387413	5.14718444181766e-05	0.00424193327762405	downreg
RPRML	-4.93080772390715	4.9281003262163e-05	0.00409830179730609	downreg
MEX3D	-5.01474754037282	3.98254415495263e-05	0.00343693893020233	downreg
FZD2	-5.05576505336032	3.58920109867655e-05	0.00315705053552438	downreg
CYR61	-5.06075932114437	3.54406006020681e-05	0.00315197998380525	downreg
SOX3	-5.0719222592424	3.44521974519662e-05	0.00312041699703698	downreg
MAMDC2	-5.14294603278435	2.87820744034747e-05	0.0027715043674291	downreg
ALPL	-5.19554401428254	2.51977622126807e-05	0.00247854099065697	downreg
ADAMTS1	-5.20477279609977	2.46169580722171e-05	0.00247854099065697	downreg
PCSK9	-5.27155256110284	2.07977281219268e-05	0.00221225164351254	downreg
NRARP	-5.34649429311567	1.72183911131849e-05	0.00192086037294892	downreg
FJX1	-5.37626287040002	1.59755520169981e-05	0.00182676620125594	downreg
SORCS3	-5.39798583650534	1.51261947457273e-05	0.00175153845745344	downreg
JUN	-5.43890643273122	1.36481878557835e-05	0.00160065402093432	downreg
SPRY3	-5.45791626409275	1.30121307505792e-05	0.00154587642620453	downreg
DOK5	-5.46544136511127	1.2768707683939e-05	0.00153691706756334	downreg
STEAP1	-5.52274328869581	1.10600105271944e-05	0.00138595701595849	downreg
CDH11	-5.54320252746092	1.05076550451184e-05	0.00133502805275732	downreg
PKDCC	-5.56702527454716	9.89956995295319e-06	0.00129370533731127	downreg
TPM1	-5.78280019782544	5.78178600598647e-06	0.000853075373961139	downreg
FAM117A	-5.86250772684279	4.74506622844523e-06	0.000761525593529876	downreg
ACAN	-6.17350091007219	2.20794371202016e-06	0.000439083630994946	downreg
ID1	-6.28858838639877	1.66780518520814e-06	0.000372116171482699	downreg
HES4	-6.59023862115951	8.05110906848373e-07	0.00025396554060954	downreg
VAT1L	-6.86689774957028	4.16752466804904e-07	0.00015884882931102	downreg
