,time,BOLD
118,69.0,-0.15283140859845548
119,69.5,0.0797006823923969
120,70.0,0.42429005914597284
121,70.5,0.7477685808434396
122,71.0,0.8321758502093703
123,71.5,0.649049756080766
124,72.0,0.34757537383404713
125,72.5,0.1305910981050863
126,73.0,0.0017289728394290164
127,73.5,-0.06882175087754754
128,74.0,-0.08641464451416837
129,74.5,0.00945358378701361
130,75.0,0.1394815523760757
131,75.5,0.08494424757128448
132,76.0,0.01281427898420912
133,76.5,0.14285605653447347
134,77.0,0.2931623421995952
135,77.5,0.21773697394955555
136,78.0,-0.057038011991772816
137,78.5,-0.3301508731141944
138,79.0,-0.5869796718643517
139,79.5,-0.7278169160502932
140,80.0,-0.7224266718896233
141,80.5,-0.5747384866521827
142,81.0,-0.36976268122508843
143,81.5,-0.33632385669291803
144,82.0,-0.3297128174392435
145,82.5,-0.22030901496686972
146,83.0,-0.04782443875272588
147,83.5,0.29600614682435933
148,84.0,0.7065072997896273
149,84.5,0.9481538701936798
150,85.0,0.9426798458343489
151,85.5,0.6963563252592094
152,86.0,0.3131279488466609
153,86.5,-0.07075297793635316
154,87.0,-0.20229272263864007
155,87.5,-0.18729726644817882
156,88.0,-0.12117071216079568
157,88.5,-0.02775483052917142
158,89.0,-0.009627674218596213
159,89.5,-0.1098571753611984
160,90.0,-0.1868732164042121
161,90.5,-0.24613584916273892
162,91.0,-0.35721327371026523
163,91.5,-0.6135367361943798
164,92.0,-0.8157173952771798
165,92.5,-0.7976204707179896
166,93.0,-0.7554190940019693
167,93.5,-0.6494230987901535
168,94.0,-0.25493864656604576
169,94.5,0.287026311408312
170,95.0,0.6083439453541052
171,95.5,0.5845011640676727
172,96.0,0.30235502337689496
173,96.5,0.06930616247561108
174,97.0,-0.07871282453332944
175,97.5,-0.19494352724335376
176,98.0,-0.15664718528419136
177,98.5,0.04058864081198792
178,99.0,0.18010063835921425
179,99.5,0.18050421261923688
180,100.0,0.056329769431854526
181,100.5,-0.018665826344779767
182,101.0,0.16043469197323754
183,101.5,0.27732095925854605
184,102.0,0.2571216673067358
185,102.5,0.25277336197955835
186,103.0,0.316318698927853
187,103.5,0.43452673625049065
188,104.0,0.40833215865006617
189,104.5,0.13183502738101366
190,105.0,-0.24186841534613626
191,105.5,-0.3993820529369898
192,106.0,-0.24715011784842997
193,106.5,0.1451520019356912
194,107.0,0.5011399163220432
195,107.5,0.49385418154703514
196,108.0,0.1581796143801563
197,108.5,-0.27178734838787166
198,109.0,-0.5043056787395722
199,109.5,-0.436394675719136
200,110.0,-0.2057966017499795
201,110.5,0.07195436522859046
202,111.0,0.31798654794949904
203,111.5,0.4204250391200512
204,112.0,0.36778502776043115
205,112.5,0.2678337927259585
206,113.0,0.132611253484053
207,113.5,-0.06803506614513782
208,114.0,-0.20647482415988608
209,114.5,-0.2032081330676533
210,115.0,-0.10011083702255176
211,115.5,-0.008082134788788421
212,116.0,0.037585060172467294
213,116.5,0.02895800917557704
214,117.0,0.023640173183607754
215,117.5,0.04723525924764512
216,118.0,0.06734301083697937
217,118.5,0.016258278018264044
218,119.0,-0.0721069634357662
219,119.5,-0.019811593447306697
220,120.0,-0.03554126101928687
221,120.5,-0.22954593684733937
222,121.0,-0.3799975448306866
223,121.5,-0.3947694707229022
224,122.0,-0.2829255140747432
225,122.5,-0.05604394079787414
226,123.0,0.1670395706102716
227,123.5,0.26609260989698924
228,124.0,0.09162252930792238
229,124.5,-0.09466059111303672
230,125.0,-0.08008904429369562
231,125.5,0.0036375510381327983
232,126.0,0.21853112183697454
233,126.5,0.3918704881746887
234,127.0,0.42621496157069816
235,127.5,0.5418427218670976
236,128.0,0.6038166821170317
237,128.5,0.5529936016327641
238,129.0,0.4723290155560933
239,129.5,0.3927568432311903
240,130.0,0.1744792744145109
241,130.5,0.04901849241520675
242,131.0,0.14282195344055032
243,131.5,0.17407955208026138
244,132.0,0.10951465665833007
245,132.5,0.07390618168379176
246,133.0,0.17637565842440342
247,133.5,0.2824951020661809
248,134.0,0.3124391361847209
249,134.5,0.26889531685298523
250,135.0,0.09516765661661934
251,135.5,-0.025949453090514905
252,136.0,0.04436904729478145
253,136.5,0.15205756102368465
254,137.0,-0.005880714108808572
255,137.5,-0.34810733977669944
256,138.0,-0.4405012549905984
257,138.5,-0.30516687391255737
258,139.0,-0.07441859075598282
259,139.5,0.2749907244482809
260,140.0,0.5867069096125441
261,140.5,0.6870206390404074
262,141.0,0.5603696753464548
263,141.5,0.25160357966758634
264,142.0,-0.17619009477522782
265,142.5,-0.6252167242689247
266,143.0,-0.848616307591504
267,143.5,-0.7257229537902059
268,144.0,-0.40616966186540493
269,144.5,-0.16253968862015952
270,145.0,-0.17976344237369218
271,145.5,-0.3846328356662053
272,146.0,-0.45490615362798975
273,146.5,-0.4271504457677332
274,147.0,-0.4487547731627546
275,147.5,-0.30707063184271327
276,148.0,0.025601121982876736
277,148.5,0.3460398312641523
278,149.0,0.4442173013783429
279,149.5,0.43931621729736187
